,Country,Region,Happiness Score,Economy (GDP per Capita),Family (Social Support),Health (Life Expectancy),Year
261,Honduras,Latin America and Caribbean,44.143636021808625,37.112611439407765,45.982968369829685,51.16827344434706,2016
262,Iran,Middle East and Northern Africa,43.053205489753715,59.7391756938071,23.63564476885645,56.29447852760736,2016
263,Zambia,Sub-Saharan Africa,42.7147960142884,32.71494685671166,38.783454987834546,20.65994741454864,2016
264,Nepal,Southern Asia,42.67719496145893,23.854403751962593,42.39598540145985,43.8851884312007,2016
265,Palestinian Territories,Middle East and Northern Africa,41.94397443128407,35.827041569299084,43.569951338199516,49.81945661700262,2016
266,Albania,Central and Eastern Europe,40.08272231622486,51.06465267837106,30.51277372262774,63.985100788781764,2016
267,Bangladesh,Southern Asia,39.85711599924798,28.959799938826635,15.054136253041362,46.44084136722173,2016
268,Sierra Leone,Sub-Saharan Africa,39.70671178793006,19.50270965110822,38.19951338199514,0.0,2016
269,Iraq,Middle East and Northern Africa,38.57868020304569,57.44920424950541,36.01277372262774,44.764241893076246,2016
270,Namibia,Sub-Saharan Africa,38.55987967663095,49.8656783670805,42.799270072992705,30.451358457493427,2016
271,Cameroon,Sub-Saharan Africa,37.41304756533183,28.06177192145342,38.04257907542579,11.128834355828221,2016
272,Ethiopia,Sub-Saharan Africa,37.319044933258134,15.652949067107084,23.072992700729927,30.30499561787905,2016
273,South Africa,Sub-Saharan Africa,36.39781913893589,54.74549846862817,58.426399026763995,16.311130587204207,2016
274,Sri Lanka,Southern Asia,35.57059597668735,52.0204110682897,51.57116788321168,54.34443470639789,2016
275,India,Southern Asia,35.363790186125215,39.5752394608592,17.790145985401463,39.518843120070116,2016
276,Myanmar,Southeastern Asia,35.19458544839255,18.23424507656855,42.56751824817519,34.951796669588084,2016
277,Egypt,Middle East and Northern Africa,34.57416807670615,50.992489712689284,30.299878345498787,45.675723049956176,2016
278,Armenia,Central and Eastern Europe,34.53656702387668,46.0164523235659,38.00304136253042,56.16389132340053,2016
279,Kenya,Sub-Saharan Africa,34.46136491821771,27.938827609551133,46.374695863746965,26.421560035056967,2016
280,Ukraine,Central and Eastern Europe,33.85974807294605,46.65843544789045,61.6867396593674,51.38299737072744,2016
281,Ghana,Sub-Saharan Africa,32.957322805038544,33.73324648355451,30.02007299270073,26.013146362839617,2016
282,Congo (Kinshasa),Sub-Saharan Africa,32.88212069937959,3.026033694255821,49.072992700729934,16.476774758983346,2016
283,Georgia,Central and Eastern Europe,32.50611017108479,44.79021644746224,11.708637469586375,56.12182296231376,2016
284,Congo (Brazzaville),Sub-Saharan Africa,32.20530174844895,41.217882375971044,29.07481751824818,24.72567922874671,2016
285,Senegal,Sub-Saharan Africa,31.88569279939839,23.687627120164713,47.09002433090024,35.45749342681857,2016
286,Bulgaria,Central and Eastern Europe,31.8480917465689,59.49756339389478,56.29075425790755,59.42681858019281,2016
287,Mauritania,Sub-Saharan Africa,31.54728332393307,32.81597500866615,51.181265206812654,25.09991235758107,2016
288,Zimbabwe,Sub-Saharan Africa,31.39687911261515,18.730833188556474,43.47810218978102,13.978965819456619,2016
289,Malawi,Sub-Saharan Africa,30.701259635269786,4.65531309720437,8.94160583941606,25.7353198948291,2016
290,Sudan,Sub-Saharan Africa,30.38165068621922,33.712933945066304,49.8345498783455,26.081507449605613,2016
291,Gabon,Sub-Saharan Africa,30.043241210753912,61.92704990518125,44.01946472019465,30.62226117440841,2016
292,Mali,Sub-Saharan Africa,29.14081594284641,16.72684090454922,52.51399026763991,14.326906222611743,2016
293,Haiti,Latin America and Caribbean,28.29479225418311,18.226226969270574,17.981143552311433,24.096406660823842,2016
294,Botswana,Sub-Saharan Africa,27.279563827787186,58.492627279215235,54.24939172749392,30.457493426818576,2016
295,Comoros,Sub-Saharan Africa,26.941154352321867,14.704674243999888,36.69282238442823,26.2760736196319,2016
296,Ivory Coast,Sub-Saharan Africa,26.18913329573228,29.670738785913763,35.02189781021898,3.9228746713409293,2016
297,Cambodia,Southeastern Asia,26.019928557999627,29.722589213107337,32.694647201946474,37.242769500438214,2016
298,Angola,Sub-Saharan Africa,25.249106974995307,45.292149964315485,40.368613138686136,4.374233128834356,2016
299,Niger,Sub-Saharan Africa,25.061101710847904,7.093352256275348,36.818734793187346,22.929009640666084,2016
300,South Sudan,Sub-Saharan Africa,24.609889076894152,21.057687926428866,11.264598540145986,13.83085013146363,2016
301,Chad,Sub-Saharan Africa,23.312652754277117,22.56509209844819,38.429440389294406,3.3514460999123576,2016
302,Burkina Faso,Sub-Saharan Africa,22.86144012032337,17.10262286658099,38.35401459854015,18.665205959684485,2016
303,Uganda,Sub-Saharan Africa,22.86144012032337,18.558711151893277,55.34124087591241,17.19982471516214,2016
304,Yemen,Middle East and Northern Africa,22.57943222410228,30.970741249158802,28.888686131386866,27.211218229623135,2016
305,Madagascar,Sub-Saharan Africa,22.034216958074822,14.942544760506484,28.050486618004868,32.523225241016654,2016
306,Tanzania,Sub-Saharan Africa,21.489001692047378,25.206256642401208,47.21593673965937,31.288343558282207,2016
307,Liberia,Sub-Saharan Africa,20.661778529798834,5.722790448808128,30.62834549878346,20.30236634531113,2016
308,Guinea,Sub-Saharan Africa,20.379770633577746,11.981725005607528,18.911192214111924,16.50219106047327,2016
309,Rwanda,Sub-Saharan Africa,18.6501222034217,17.557516820619444,37.461070559610704,27.927256792287462,2016
310,Benin,Sub-Saharan Africa,18.067305884564767,21.113814677514693,6.337591240875913,18.429447852760735,2016
311,Afghanistan,Southern Asia,15.736040609137053,20.433879178646396,6.7135036496350375,15.200701139351446,2016
312,Togo,Sub-Saharan Africa,14.664410603496897,15.032882102730339,0.0,21.74496056091148,2016
313,Syria,Middle East and Northern Africa,10.265087422447827,39.940330613160334,9.04257907542579,55.20946538124453,2016
314,Burundi,Sub-Saharan Africa,7.181801090430527,3.6514460634978816,14.25912408759124,13.801051709027167,2016
315,Norway,Western Europe,94.26584281426528,86.40650170265681,93.28002187167337,69.8217793998752,2017
316,Denmark,Western Europe,93.98382846339575,79.23937368732288,94.35046183221837,69.46235973515284,2017
317,Iceland,Western Europe,93.64542558601562,79.14582951000163,97.96678874904502,73.05452428712437,2017
318,Switzerland,Western Europe,93.45741601876915,83.65449317917664,92.26957086809064,75.20870197038711,2017
319,Finland,Western Europe,92.98740106544278,77.16476392202432,93.68897354515815,70.916535455234,2017
320,Netherlands,Western Europe,91.25775249185,80.39192971187383,86.91844423902008,71.05136941547046,2017
321,Canada,North America,90.11092281897368,79.06946483554536,90.106386337837,73.1426513999518,2017
322,New Zealand,Australia and New Zealand,90.0733244914403,75.1406794824737,94.172452778132,71.58279627901122,2017
323,Sweden,Western Europe,89.5093047544907,79.88104978487368,89.91254072119708,72.8199087037631,2017
324,Australia,Australia and New Zealand,89.5093047544907,79.34798816296555,91.85170025140998,73.96027981242419,2017
325,Israel,Middle East and Northern Africa,88.17446551436795,73.51975897718226,83.71593453298236,73.47975458417616,2017
326,Costa Rica,Latin America and Caribbean,85.65519827383531,59.3182936216633,86.15593985629502,66.56522922198256,2017
327,Austria,Western Europe,84.28276070617919,79.49136946636463,88.8044381663747,71.45735488243007,2017
328,United States,North America,84.03835364763266,82.65381899838893,86.36986397188626,67.86035300345924,2017
329,Ireland,Western Europe,83.73754909778586,82.08973741359276,94.78291455846656,70.97130799690535,2017
330,Germany,Western Europe,83.24873498069283,79.53552894516825,89.5693644409921,70.02197473744987,2017
331,Belgium,Western Europe,82.12069550679358,78.24500800350734,88.94846097106205,71.69955033779563,2017
332,Luxembourg,Western Europe,81.59428306216697,93.11393782753193,88.66080692504745,74.06568757073067,2017
333,United Kingdom,Western Europe,78.79301043555442,77.06117075508222,91.02555232036435,70.5815897397468,2017
334,Chile,Latin America and Caribbean,77.62737263412183,66.96640948390127,78.1037076546326,71.82118351474128,2017
335,United Arab Emirates,Middle East and Northern Africa,77.55216701426528,86.93463759915167,77.03225252982179,63.6983555100865,2017
336,Brazil,Latin America and Caribbean,77.30776892050838,59.19251238759401,87.06240903432057,54.03613960607125,2017
337,Czech Republic,Central and Eastern Europe,76.81895480341511,72.30634825961936,87.21929542049575,66.12129737994425,2017
338,Argentina,Latin America and Caribbean,76.63094523616884,63.35884132664506,87.61868279635767,60.923495489082036,2017
339,Mexico,Latin America and Caribbean,76.23613590269882,61.64234390611901,73.65341604190996,62.22427674911193,2017
340,Singapore,Southeastern Asia,76.1233319553089,90.45909290185764,82.34880556445316,83.21581024751656,2017
341,Malta,Western Europe,75.27730683227938,71.80374584531286,90.53598935296657,72.03718113544005,2017
342,Uruguay,Latin America and Caribbean,73.90486926462306,65.0834951877002,85.90193850570621,63.03390215406493,2017
343,Guatemala,Latin America and Caribbean,73.90486926462306,46.61203444566783,76.37379523321351,47.34793950548098,2017
344,Panama,Latin America and Caribbean,73.86727093708969,65.9488489223301,83.52752729634003,61.88923177961507,2017
345,France,Western Europe,73.67926136984322,76.48865235211325,84.41465034392033,74.01102995475478,2017
346,Thailand,Southeastern Asia,73.34084952767344,60.28915218898463,86.72703501661923,56.7255941636723,2017
347,Taiwan Province of China,-,73.30325120014007,76.63314242164722,84.21930373440087,69.58669888983681,2017
348,Spain,Western Europe,72.94604019420362,74.00167079586475,93.19287727058942,77.9106573093157,2017
349,Qatar,Middle East and Northern Africa,72.419627749577,100.0,77.51197565501035,62.23471409181664,2017
350,Colombia,Latin America and Caribbean,72.08121590740724,57.22909784669945,85.29093288737228,52.14968655424925,2017
351,Saudi Arabia,Middle East and Northern Africa,71.8368088488607,81.81802598845843,78.26506076357968,51.722027145907276,2017
352,Trinidad and Tobago,Latin America and Caribbean,68.52792294138823,72.76998455374085,83.95550604864356,45.57259348168072,2017
353,Kuwait,Middle East and Northern Africa,67.34348597618896,87.28791980179818,76.6240114713236,55.39927327977677,2017
354,Slovakia,Central and Eastern Europe,67.21188286503215,70.84765170979355,91.54861570854867,62.46563638123786,2017
355,Bahrain,Middle East and Northern Africa,67.0050741340192,79.56166141595811,80.48117160797142,57.242159045233656,2017
356,Malaysia,Southeastern Asia,66.94867664271894,69.02069187006792,78.1414862676837,54.231764035304295,2017
357,Nicaragua,Latin America and Caribbean,66.70426958417241,39.41162751575206,78.2977925599927,57.23890978238957,2017
358,Ecuador,Latin America and Caribbean,65.51983261897294,53.49790226545134,78.23411275580536,60.090817034401226,2017
359,El Salvador,Latin America and Caribbean,65.42582783534989,48.631664704023066,71.905419194205,52.23650769326477,2017
360,Poland,Central and Eastern Europe,64.8618170631897,69.05129126649116,87.93868432659855,61.3037114807851,2017
361,Uzbekistan,Central and Eastern Europe,64.82421873565633,42.03846016598346,94.21953464656569,43.66981836915749,2017
362,Italy,Western Europe,64.69261562449972,74.57195892212609,87.8907105638455,74.77163432670412,2017
363,Russia,Central and Eastern Europe,64.67380749594342,68.51622876776561,89.37240807099332,47.97101961114137,2017
364,Belize,-,64.54220438478681,48.53495671988732,65.77967147177432,39.455895357023316,2017
365,Japan,Eastern Asia,63.86538966523689,75.73985287820378,87.36848106059429,80.059234976873,2017
366,Lithuania,Central and Eastern Europe,63.52697782306712,70.26974878163139,89.62993349182057,55.12269414589133,2017
367,Algeria,Middle East and Northern Africa,62.96296705090694,58.36457632389238,69.7212570195073,54.126612247864855,2017
368,Latvia,Central and Eastern Europe,62.54934958888082,67.39211832956107,85.44494780890815,55.96555397240972,2017
369,South Korea,Eastern Asia,62.323741694100974,74.92538768581392,68.62983216334429,78.89693917985757,2017
370,Moldova,Central and Eastern Europe,62.323741694100974,38.9610861320119,76.14510772872141,51.66215608247424,2017
371,Romania,Central and Eastern Europe,62.07933463555444,65.09013504006852,69.95689114804988,60.048931842305784,2017
372,Bolivia,Latin America and Caribbean,62.04173630802088,44.56766404641003,74.67269172343613,41.51010074498466,2017
373,Turkmenistan,Central and Eastern Europe,62.022937144254186,60.44459610326034,90.82415823228772,38.36337251688282,2017
374,Kazakhstan,Central and Eastern Europe,61.966530688164525,68.66473333537225,84.2073610519258,53.11494747031481,2017
375,North Cyprus,Western Europe,61.79732924947435,71.99786275769256,72.15957281943369,73.15050291450895,2017
376,Slovenia,Central and Eastern Europe,60.81970101528804,71.69288834852475,88.35272632376096,69.31009886037037,2017
377,Peru,Latin America and Caribbean,60.0112831845815,55.33698206602627,74.13445162947141,55.22928250452384,2017
378,Mauritius,Sub-Saharan Africa,58.39443855837882,63.57800743255647,73.57426948500974,55.91651726772034,2017
379,Cyprus,Western Europe,58.24402731866575,72.4803799371952,68.8177173155067,74.03283971741368,2017
380,Estonia,Central and Eastern Europe,58.05602671620906,70.60634851450791,89.82184304518127,60.92623281019176,2017
381,Belarus,Central and Eastern Europe,57.266399084479616,61.82268408066701,87.89204477973784,55.890820926997286,2017
382,Libya,Middle East and Northern Africa,56.43918209000621,58.895834607776855,82.57690572390572,45.58887113927231,2017
383,Turkey,Middle East and Northern Africa,55.96916713667983,64.05261668807726,81.37184773048358,55.881297765960824,2017
384,Paraguay,Latin America and Caribbean,55.83756402552322,49.847895128565796,91.68399511462592,50.76693192999369,2017
385,"Hong Kong S.A.R., China",-,55.44275469205321,82.94330254277003,76.81209965633941,82.6522720998886,2017
386,Philippines,Southeastern Asia,54.65312706032376,45.84749559042425,76.27235856949575,41.0174456319717,2017
387,Serbia,Central and Eastern Europe,53.995111504540525,57.159353907954504,76.5322261193084,57.03634279637247,2017
388,Jordan,Middle East and Northern Africa,52.885880159197605,52.97362474766,75.37037061658822,52.98773517324461,2017
389,Hungary,Central and Eastern Europe,52.66027226441776,68.74254450357874,81.6990931828814,60.27725263189369,2017
390,Jamaica,Latin America and Caribbean,52.41586520587123,49.4759614404273,83.22494308443858,56.180752337135665,2017
391,Croatia,Central and Eastern Europe,52.077462328491066,65.35058038172144,58.879744977556584,61.46262237421779,2017
392,Kosovo,Central and Eastern Europe,51.81424714138825,50.86069245631194,69.21250019630352,47.45416741534137,2017
393,China,Eastern Asia,51.70144319399832,57.792688770620316,70.61054816791302,64.97944790892805,2017
394,Pakistan,Southern Asia,51.62624653893138,38.85486761077457,40.91792515594593,35.23644023982192,2017
395,Indonesia,Southeastern Asia,51.494643427774776,53.21556835097153,77.52096710993979,43.15036989741945,2017
396,Venezuela,Latin America and Caribbean,51.269035532994934,60.31921631899826,87.06433059525304,54.08801288588019,2017
397,Montenegro,Central and Eastern Europe,51.0246284744484,59.928886034134734,75.3270376047658,58.49821853804864,2017
398,Morocco,Middle East and Northern Africa,50.98703014691483,46.938779541607936,47.13287318709994,52.384808855449606,2017
399,Azerbaijan,Central and Eastern Europe,50.968230983148146,61.664684906506714,70.09733912428528,47.39489709986188,2017
400,Dominican Republic,Latin America and Caribbean,50.89302536329179,57.69690157215358,85.30515243827311,50.38332563027493,2017
401,Greece,Western Europe,50.83662787199154,68.92832655329208,75.39018082212652,71.00779168131473,2017
402,Lebanon,Middle East and Northern Africa,50.79902057966855,57.46243576803056,68.7119371989635,64.42428366538205,2017
403,Portugal,Western Europe,50.235009807508554,70.30144419975116,83.15346826892093,69.74965307819123,2017
404,Bosnia and Herzegovina,Central and Eastern Europe,49.99060274896202,52.5137608072836,65.04476505474453,61.80423378004093,2017
405,Honduras,Latin America and Caribbean,49.971803585195154,39.052090979996265,69.58302790231082,51.05779841738142,2017
406,Macedonia,Central and Eastern Europe,49.858999637805226,56.9060008462306,73.47281106777129,56.524818973725154,2017
407,Somalia,-,49.40778384824554,1.2103698746648188,43.86565401026223,9.99028370842191,2017
408,Vietnam,Southeastern Asia,47.96014066073286,42.15106046471309,77.70628534674331,57.1576677634986,2017
409,Nigeria,Sub-Saharan Africa,47.96014066073286,41.89494504598187,73.95197585261374,4.988232273265627,2017
410,Tajikistan,Central and Eastern Europe,47.33972343248318,28.04806819803831,77.3396152649483,46.383446502016916,2017
411,Bhutan,Southern Asia,46.77571266032318,47.32909070981416,81.51621134031691,43.46006069133199,2017
412,Kyrgyzstan,Central and Eastern Europe,46.644109549166565,31.870376954996775,84.80770019429137,48.5063800678036,2017
413,Nepal,Southern Asia,45.85448191743712,25.64833188046731,71.73255847318309,44.183241077727345,2017
414,Mongolia,Eastern Asia,45.72287880628033,54.90991593768487,90.81576862474452,48.88549381760938,2017
415,South Africa,Sub-Saharan Africa,43.354013840671186,56.377915927489255,84.23288518204866,16.39614990152463,2017
416,Tunisia,Middle East and Northern Africa,42.9027980511115,53.84243541118644,52.81943184325877,53.743387292499214,2017
417,Palestinian Territories,Middle East and Northern Africa,42.33878727895149,38.286421055851164,70.29483933228346,49.57642187474593,2017
418,Egypt,Middle East and Northern Africa,41.58676693954503,52.90356857017587,60.67344234517604,45.59046965121805,2017
419,Bulgaria,Central and Eastern Europe,41.1919576060752,62.084690616015024,87.24935878512349,62.06991064454461,2017
420,Sierra Leone,Sub-Saharan Africa,41.097952822451965,19.693590248465554,59.86228984057755,0.4877084923302454,2017
421,Cameroon,Sub-Saharan Africa,40.83474660013874,30.164406440529305,57.54368728674824,11.646986582318931,2017
422,Iran,Middle East and Northern Africa,40.77834014404889,61.839551344792895,43.281706145209974,56.03270714581796,2017
423,Albania,Central and Eastern Europe,39.875917529719125,53.25053590363156,48.88596398406947,64.0806088209361,2017
424,Bangladesh,Southern Asia,39.19909384537959,31.360580305254736,44.7160426137511,46.734534053819196,2017
425,Namibia,-,38.55987745336305,51.552919368487494,66.81695906785279,29.67675822957581,2017
426,Kenya,Sub-Saharan Africa,38.16506811989322,29.959896438694095,64.96050642064598,27.168128805971254,2017
427,Mozambique,Sub-Saharan Africa,38.10867062859297,12.524585614587776,52.96234884401307,9.347452707817178,2017
428,Myanmar,Southeastern Asia,38.01466584496992,19.623545222364925,68.32335407136436,34.83983950067467,2017
429,Senegal,Sub-Saharan Africa,37.82665627772345,25.621007804693967,71.7574154953595,35.87755061992945,2017
430,Zambia,Sub-Saharan Africa,37.43184694425344,34.018518943333085,61.02112522960583,22.597361509471867,2017
431,Iraq,Middle East and Northern Africa,37.11224323063997,58.94433994004983,59.52635023135626,43.92466871076048,2017
432,Gabon,Sub-Saharan Africa,36.510625166156984,64.04918843416718,70.2932005671107,31.25141003380526,2017
433,Ethiopia,Sub-Saharan Africa,36.41662038253375,18.133422480679403,52.59545035025791,30.973681642965296,2017
434,Sri Lanka,Southern Asia,36.04061021283061,53.98057875043312,76.64089945401035,54.78797828179509,2017
435,Armenia,Central and Eastern Europe,34.837374083864454,48.140541842539804,61.28246476760463,55.874182820633564,2017
436,India,Southern Asia,33.69054441098815,42.34743314267646,45.886410993961256,39.914777987260386,2017
437,Mauritania,Sub-Saharan Africa,33.25812778519516,34.66266746191952,77.37413810117395,25.00870110798466,2017
438,Congo (Brazzaville),Sub-Saharan Africa,33.23932862142847,43.242414510307626,50.6109709867306,25.412570897368976,2017
439,Georgia,Central and Eastern Europe,33.14532383780524,50.81409560367843,34.70893758926947,56.92786861155557,2017
440,Congo (Kinshasa),Sub-Saharan Africa,33.03252885520492,4.923243434065365,74.758117796441,16.775374659104468,2017
441,Mali,Sub-Saharan Africa,31.340478609145705,25.45377528496562,77.94850354067032,14.843617375747414,2017
442,Ivory Coast,Sub-Saharan Africa,31.152469041899238,32.23540634367158,55.03528164541053,4.263117413161411,2017
443,Cambodia,Southeastern Asia,30.926870111909,32.16678072938966,61.20671175982238,37.66725713176547,2017
444,Sudan,Sub-Saharan Africa,30.381649538726087,35.253837350380216,73.84480351079135,25.497004716256356,2017
445,Ghana,Sub-Saharan Africa,30.02443853278963,35.66586822760539,53.142623889765325,25.910405502519897,2017
446,Ukraine,Central and Eastern Europe,29.57323170801955,47.822768831181975,84.82588613700426,50.47361543573488,2017
447,Uganda,Sub-Saharan Africa,29.291217357150035,20.389016014661188,68.7243149518388,19.073848082870903,2017
448,Burkina Faso,Sub-Saharan Africa,28.3699955790534,18.72108924165491,63.45985434641241,18.917112941808853,2017
449,Niger,Sub-Saharan Africa,28.294789959197036,8.655564508523476,60.402980831127685,23.532428311006136,2017
450,Malawi,Sub-Saharan Africa,27.204362260015607,12.478422072857368,31.178152764220616,27.61521326879159,2017
451,Chad,Sub-Saharan Africa,26.565145867999057,23.413567537876403,58.02043017969806,3.6051459316618057,2017
452,Zimbabwe,Sub-Saharan Africa,25.41831171272796,20.090518966273052,65.88174623874575,17.24485134890368,2017
453,Lesotho,Sub-Saharan Africa,24.158678092461745,27.850695081666295,72.39021814072507,0.0,2017
454,Angola,Sub-Saharan Africa,23.914271033915217,45.8864617106094,67.17834304429016,4.370610485152129,2017
455,Afghanistan,Southern Asia,23.895467387753524,21.460582726698004,35.373681653155046,15.841084911988343,2017
456,Botswana,Sub-Saharan Africa,23.36905494312709,59.98047552048272,74.30383178729502,29.95227952467362,2017
457,Benin,Sub-Saharan Africa,21.31979817352604,23.04326035867941,26.47809267334112,18.398791525470465,2017
458,Madagascar,Sub-Saharan Africa,21.075391114979507,16.346712763300037,55.53651900187025,32.88547842258115,2017
459,Haiti,Latin America and Caribbean,20.30456712941155,19.703710925552073,38.956801821715636,24.30509465708221,2017
460,Yemen,Middle East and Northern Africa,20.11656204456007,31.627875782508426,56.89673035104198,27.176241515290794,2017
461,South Sudan,-,20.078963717026507,21.23454736852833,36.57683258799161,14.328308840993165,2017
462,Liberia,Sub-Saharan Africa,18.98853153545046,6.363265797368525,53.04853629021752,20.150586923520684,2017
463,Guinea,Sub-Saharan Africa,18.49971741835721,13.072183861462852,48.12923878648857,17.013947343115863,2017
464,Togo,Sub-Saharan Africa,18.274109523577362,16.327256785138957,26.270226913066967,21.656929767518402,2017
465,Rwanda,Sub-Saharan Africa,17.822898216412487,19.71096091790539,57.52475809876935,28.608659711665556,2017
466,Syria,Middle East and Northern Africa,17.653692295327698,41.54198145429325,24.09383255779891,43.86795288005697,2017
467,Tanzania,Sub-Saharan Africa,15.529234388265087,27.322281993637898,63.381374897458045,31.946475415977826,2017
468,Burundi,Sub-Saharan Africa,7.181800552543146,4.897597243250537,38.30861218654325,13.28753651912331,2017
469,Central African Republic,Sub-Saharan Africa,3.1960909607311496,0.0,0.0,1.6452836021323838,2017
470,Finland,Western Europe,96.05188945290469,69.75753349238379,96.83698296836984,76.59947414548641,2018
471,Norway,Western Europe,95.33746944914458,77.82909483901209,96.22871046228711,75.4601226993865,2018
472,Denmark,Western Europe,94.60424891896974,72.2164197304295,96.7153284671533,76.07361963190183,2018
473,Iceland,Western Europe,93.47621733408536,71.78878734120416,100.0,80.10517090271692,2018
474,Switzerland,Western Europe,93.32581312276747,75.90474908749806,94.2214111922141,81.24452234881683,2018
475,Netherlands,Western Europe,92.46098890768943,72.75096021696118,90.51094890510949,76.95004382120946,2018
476,Canada,North America,90.33652942282386,71.09388470871298,93.18734793187349,78.52760736196319,2018
477,New Zealand,Australia and New Zealand,90.2613273171649,67.77973369221658,97.38442822384428,76.77475898334794,2018
478,Sweden,Western Europe,90.0733220530175,72.43023592504217,91.30170316301704,80.01752848378617,2018
479,Australia,Australia and New Zealand,89.28369994359845,71.62842519524466,95.68126520681265,79.75460122699387,2018
480,United Kingdom,Western Europe,87.74205677758978,66.49683652454056,87.16545012165452,77.82646801051709,2018
481,Austria,Western Europe,86.78322993043807,71.68187924389781,91.48418491484186,78.08939526730938,2018
482,Costa Rica,Latin America and Caribbean,85.5235946606505,53.98858913969933,88.7469586374696,71.60385626643296,2018
483,Ireland,Western Europe,83.73754465125026,77.40146244978675,96.28953771289538,76.77475898334794,2018
484,Germany,Western Europe,83.51193833427337,71.62842519524466,89.65936739659368,75.4601226993865,2018
485,Belgium,Western Europe,82.79751833051327,70.77316041679397,90.20681265206814,78.35232252410167,2018
486,Luxembourg,Western Europe,82.4779093814627,84.24358067739222,92.45742092457422,78.52760736196319,2018
487,United States,North America,82.02669674750894,74.72876001712837,89.47688564476887,71.77914110429448,2018
488,Israel,Middle East and Northern Africa,80.67305884564769,69.54371729777111,94.82968369829685,77.38825591586328,2018
489,Czech Republic,Central and Eastern Europe,78.73660462492951,65.90884198935572,90.57177615571777,74.84662576687117,2018
490,Malta,Western Europe,77.15736040609137,67.88664178952291,92.76155717761557,77.47589833479404,2018
491,France,Western Europe,74.56288776085731,69.11608490854577,89.1727493917275,79.57931638913234,2018
492,Mexico,Latin America and Caribbean,74.54408723444259,55.48530250198802,76.15571776155718,66.69588080631026,2018
493,Chile,Latin America and Caribbean,74.3184809174657,60.45652902673261,80.9610705596107,70.8150744960561,2018
494,Taiwan,Eastern Asia,73.6604624929498,72.96477641157384,87.34793187347933,75.10955302366345,2018
495,Panama,Latin America and Caribbean,73.45365670238768,59.44090210232243,87.46958637469587,66.52059596844873,2018
496,Brazil,Latin America and Caribbean,73.24685091182553,52.7056919720233,89.65936739659368,59.15863277826469,2018
497,Argentina,Latin America and Caribbean,72.6640345929686,57.35619420484889,89.29440389294405,65.2059596844873,2018
498,Guatemala,Latin America and Caribbean,72.55123143448017,41.747611998123936,77.12895377128955,53.28659070990359,2018
499,Uruguay,Latin America and Caribbean,72.49482985523595,58.42527517791224,88.7469586374696,67.57230499561788,2018
500,Qatar,Middle East and Northern Africa,72.40082722316225,88.14572622907345,79.25790754257908,65.55652936021033,2018
501,Saudi Arabia,Middle East and Northern Africa,72.34442564391806,73.71313309271818,80.9610705596107,55.47765118317266,2018
502,Singapore,Southeastern Asia,71.81801090430532,81.73124039069333,88.26034063260342,88.34355828220859,2018
503,Malaysia,Southeastern Asia,71.4231998495958,62.06015048632765,76.52068126520682,58.632778264680105,2018
504,Spain,Western Europe,71.19759353261892,66.87101486511273,93.55231143552312,84.5749342681858,2018
505,Colombia,Latin America and Caribbean,70.25756721188195,51.31588670704094,87.53041362530415,55.65293602103418,2018
506,Trinidad & Tobago,-,68.97913141567965,65.37430150282404,90.75425790754258,49.43032427695004,2018
507,Slovakia,Central and Eastern Europe,68.6219214137996,64.67939887033285,93.49148418491484,68.01051709027169,2018
508,El Salvador,Latin America and Caribbean,68.50911825531115,43.08396321445313,74.87834549878346,56.00350569675723,2018
509,Nicaragua,Latin America and Caribbean,68.02030456852793,35.70730450031599,80.23114355231144,61.34969325153373,2018
510,Poland,Central and Eastern Europe,67.68189509306262,62.86196121612515,88.07785888077859,68.44872918492551,2018
511,Bahrain,Middle East and Northern Africa,67.34348561759731,71.52151709793831,83.09002433090026,61.17440841367221,2018
512,Uzbekistan,Central and Eastern Europe,67.17428087986464,38.43346098162754,96.35036496350367,53.023663453111304,2018
513,Kuwait,Middle East and Northern Africa,66.92987403647304,78.79126771476912,79.13625304136254,59.15863277826469,2018
514,Thailand,Southeastern Asia,66.7230682459109,54.309313431618335,86.19221411192215,61.963190184049076,2018
515,Italy,Western Europe,65.36943034404963,67.5659174976039,91.30170316301704,82.9097283085013,2018
516,Ecuador,Latin America and Caribbean,64.86181613085166,47.52064925266604,80.90024330900243,64.5048203330412,2018
517,Belize,-,64.5422071818011,43.1374172631063,66.97080291970804,41.54250657318141,2018
518,Lithuania,Central and Eastern Europe,64.46700507614213,63.98449623784168,92.88321167883211,62.75197195442593,2018
519,Slovenia,Central and Eastern Europe,64.3918029704832,65.16048530821136,91.6058394160584,75.02191060473268,2018
520,Romania,Central and Eastern Europe,64.33540139123896,59.65471829693511,74.1484184914842,63.62839614373357,2018
521,Latvia,Central and Eastern Europe,64.10979507426208,61.36524785383646,88.44282238442823,58.80806310254163,2018
522,Japan,Eastern Asia,63.77138559879677,69.16953895719894,88.92944038929441,86.59070990359334,2018
523,Mauritius,Sub-Saharan Africa,63.320172964843024,58.264913031952744,84.36739659367397,59.94741454864154,2018
524,Jamaica,Latin America and Caribbean,63.30137243842828,43.778865846944306,90.81508515815086,60.7361963190184,2018
525,South Korea,Eastern Asia,63.01936454220719,67.67282559491025,73.2360097323601,83.69851007887817,2018
526,Northern Cyprus,-,62.26734348561761,65.69502579474305,73.661800486618,79.6669588080631,2018
